query_id,query,category,system,rank,doc_id,score,job_title,company,job_location,job_level,job_type,job_skills,latency_ms
Q01,junior data analyst with SQL Tableau and Python,data,hnsw_m32_efc200_efs128,11,JOB_0337395,0.8887877464294434,Senior Data Analyst,Accroid Inc,"Reston, VA",Associate,Onsite,"SQL, Tableau, Python, AWS, Redshift, S3 Bucket, Communication Skills, Curiosity, Proactivity",0.31135699964579544
Q01,junior data analyst with SQL Tableau and Python,data,hnsw_m32_efc200_efs128,12,JOB_0430244,0.8887003660202026,Data Analyst,Insight Global,"North Carolina, United States",Mid senior,Onsite,"Data Analysis, Reporting, PowerBI, Dashboard Creation, Data Visualization, Scripting, Python, SQL, ServiceNow, Google Analytics, State/Local Government",0.31135699964579544
Q01,junior data analyst with SQL Tableau and Python,data,hnsw_m32_efc200_efs128,13,JOB_0284472,0.888617992401123,Data Analyst IV,Dice,"Cupertino, CA",Mid senior,Onsite,"Python, API Integration, SQL, Tableau, Tableau Prep, Data Engineering, Excel, Big Data, Snowflake, Apache Spark, Pyspark, Hive, Presto, HMS, Scala, Data Exploration, Data Transformation, ETL, Jupyter Notebook, Data Modeling, Reporting, Business Requirements, Data Visualization, Coherent Insights, Data Driven Decision Making, Tableau Expertise, Production Tableau Dashboards, Technical Background",0.31135699964579544
Q01,junior data analyst with SQL Tableau and Python,data,hnsw_m32_efc200_efs128,14,JOB_0152534,0.8878180384635925,Senior Data Analyst,WalkWater Technologies,"Cupertino, CA",Mid senior,Onsite,"Data Analyst, Data Engineer, Data Scientist, Python, API Integration, SQL, Tableau, Tableau Prep, Data Engineering, Excel, Big Data, Snowflake, Hadoop Ecosystem, Spark, Pyspark, Hive, Presto, HMS, Scala, Jupyter Notebook, Content Management Systems, Data Modeling, Reporting Solutions, Automated Reporting, Data Visualization, DataDriven Decision Making, Coherent Insights, Tableau Expertise, Production Tableau Dashboards",0.31135699964579544
Q01,junior data analyst with SQL Tableau and Python,data,hnsw_m32_efc200_efs128,15,JOB_0164106,0.8875197768211365,Data Analyst,eJAmerica,"Philadelphia, PA",Mid senior,Onsite,"Big Data, Pentaho Architecture, AWS (S3 Athena), SQL (Hive Teradata Spark SQL), Data Quality, Python, Databricks, Machine Learning, Tableau, Power BI, Spark, Scala, Data Analysis, Data Science, Computer Science, Information Systems, ETL, Data Warehousing",0.31135699964579544
Q01,junior data analyst with SQL Tableau and Python,data,hnsw_m32_efc200_efs128,16,JOB_0282203,0.8872435092926025,JUNIOR DATA ANALYST,SynergisticIT,"Jacksonville, FL",Mid senior,Onsite,"Computer science, Engineering, Mathematics, Statistics, Science, Java, JavaScript, C++, Spring boot, Microservices, REST API's, Python, Statistics, Data visualization tools, Tableau, Time series analysis, NLP, Text mining",0.31135699964579544
Q01,junior data analyst with SQL Tableau and Python,data,hnsw_m32_efc200_efs128,17,JOB_0089449,0.8861784934997559,Junior Data Analyst,Caraffi,"West Yorkshire, England, United Kingdom",Associate,Onsite,"Data analytics, Data analysis, Data patterns, Report writing, Data visualization, Data modeling, ETL, Data mining, Statistics, Machine learning, Communication, Teamwork, Problem solving, Critical thinking, Attention to detail, Excel, Microsoft packages, GIS, SCADA, Asset management, Risk management, Regulatory compliance, Wastewater treatment, Sludge management, Network operations",0.31135699964579544
Q01,junior data analyst with SQL Tableau and Python,data,hnsw_m32_efc200_efs128,18,JOB_0282284,0.8853217363357544,Senior Data Analyst/ Scientist,Boehringer Ingelheim,"Bracknell, England, United Kingdom",Mid senior,Onsite,"SQL, R, Python, Tableau, MicroStrategy, Data visualization software, Statistical analysis, Reporting, Data management, KPI, Data analysis, Data and analytic systems, Excel, Access, Adobe Analytics, SAS, XML, Javascript, Data models, Programming, IT skills, Omnichannel Environment, Digital channels, A/B testing, Multivariant testing, Content tagging, Customer and customer facing, Project Management leadership, AAI",0.31135699964579544
Q01,junior data analyst with SQL Tableau and Python,data,hnsw_m32_efc200_efs128,19,JOB_0394275,0.8841541409492493,Tableau Specialist,Harnham,"London, England, United Kingdom",Mid senior,Onsite,"Tableau, SQL, Data Analyst, Stakeholder management, Business Intelligence, Data visualization, Communication skills",0.31135699964579544
Q01,junior data analyst with SQL Tableau and Python,data,hnsw_m32_efc200_efs128,20,JOB_0471793,0.8839430809020996,Sr. Data Analyst,"Prodege, LLC","Mendota Heights, MN",Mid senior,Onsite,"Data analysis, SQL, Python, R, Business Intelligence (BI), Data visualization, Sigma, Tableau, Looker, Statistical modeling, Predictive analytics, Data mining, Hypothesis testing, Cohort analysis, Dashboard modeling, Data science, Machine learning, Root cause analysis, Forecasting",0.31135699964579544
Q02,machine learning engineer with NLP PyTorch and transformers,data,hnsw_m32_efc200_efs128,1,JOB_0085709,0.8983371257781982,Senior Machine Learning Engineer,Iconstaff,"Miami, FL",Mid senior,Onsite,"Machine learning, NLP, Small language models, Large language models, Deep learning, Transfer learning, AI infrastructure, Scalable architectures, Productionready ML solutions, Classification, Entity extraction, Recommendation engines, Explainability, Ethical AI, Crossfunctional collaboration, Knowledge sharing, Mentoring, Agile ML workflows, Continuous deployment, DevOps, Python, TensorFlow, PyTorch, Kubernetes, Docker, NLTK, Spacy, Stanford CoreNLP, BERT, GPT3, NoSQL databases, Streaming pipelines, Containerization",0.34664299982978264
Q02,machine learning engineer with NLP PyTorch and transformers,data,hnsw_m32_efc200_efs128,2,JOB_0053531,0.8983227014541626,Engineer - Machine Learning Track,"Huawei Technologies Canada Co., Ltd.","Waterloo, Ontario, Canada",Mid senior,Onsite,"Machine Learning, C/C++, Parallel programming, ARM architectures, ARM Neon SIMD programming, Performance optimization, Deep Learning, Machine Learning, Computer Vision, Natural Language Processing, GPU programming, DSP programming, Python, TensorFlow, PyTorch",0.34664299982978264
Q02,machine learning engineer with NLP PyTorch and transformers,data,hnsw_m32_efc200_efs128,3,JOB_0422808,0.895858883857727,Machine Learning Engineer,JLL,"Sydney, New South Wales, Australia",Associate,Onsite,"Machine learning, Deep learning, Construction Project Management, Data science, Testdriven development, Statistical analysis, Internal DSTG ML libraries, Large Language Models (LLMs), Computer Vision (CV), Software development, MultiGPU platforms, Agile, DevOps, ConfigurationAsCode, Data structures, Data modelling, Software architecture, Math, Probability, Statistics, Algorithms, Python, Java, R, Keras, PyTorch, scikit learn, Analytical skills, Problemsolving skills",0.34664299982978264
Q02,machine learning engineer with NLP PyTorch and transformers,data,hnsw_m32_efc200_efs128,4,JOB_0113036,0.8913024663925171,Staff Machine Learning Engineer,Slingshot AI,"New York, NY",Mid senior,Onsite,"Machine learning, Generative models, Deep psychology, Python, PyTorch, TensorFlow, JAX, Software engineering, Data curation, Supervised finetuning, RLHF/RLAIF/DPO, LLMs, Realtime audio models, Zen code, MVP, Firstauthor publications, Machine learning history, Hybrid environment, Collaborative culture, Fastpaced environment, Growth opportunity, Impact on ML engineering, Bias toward action, Authenticity, Strong opinions, Historical perspective",0.34664299982978264
Q02,machine learning engineer with NLP PyTorch and transformers,data,hnsw_m32_efc200_efs128,5,JOB_0204453,0.8892318606376648,Machine Learning (Advanced),microTECH Global LTD,"London, England, United Kingdom",Mid senior,Onsite,"Machine learning, Artificial intelligence, Privacy preserving, Ondevice machine learning, Software engineering, Python, C/C++, Git, CI, Agile, Tensorflow, PyTorch, Model development, Deployment, Embedded devices, Distributed devices, Testdriven development, Open source software libraries",0.34664299982978264
Q02,machine learning engineer with NLP PyTorch and transformers,data,hnsw_m32_efc200_efs128,6,JOB_0147962,0.8887012600898743,Machine Learning AI Engineer/Scientist,CyberCoders,"Raleigh, NC",Mid senior,Onsite,"Machine Learning, AI, Signal Processing, RF Systems, Radar Systems, Radio Systems, EW Architectures, Digital Signal Processing, Probability Theory, Stochastic Signal Processing, C/C++, MATLAB, Python, Simulink, Data Streaming, HighFidelity Simulations, Prototyping, Team Environment, Creative Problem Solving, Algorithmic Development, Communication Skills, Documentation Skills, Briefing Skills, Coursework or Experience",0.34664299982978264
Q02,machine learning engineer with NLP PyTorch and transformers,data,hnsw_m32_efc200_efs128,7,JOB_0254537,0.8861840963363647,Machine Learning Engineer,Optimal Staffing,"Warren, MI",Associate,Onsite,"Machine Learning, Deep Learning, Natural Language Processing, Python, R, TensorFlow, PyTorch, Keras, Scikitlearn, Pandas, NumPy, Matplotlib, Seaborn, AWS, Azure, Google Cloud Platform, SQL, NoSQL, Data Visualization, Data Analysis, Data Mining, Software Development, Agile Development, Scrum, Kanban",0.34664299982978264
Q02,machine learning engineer with NLP PyTorch and transformers,data,hnsw_m32_efc200_efs128,8,JOB_0323445,0.8852413296699524,Machine Learning Engineer,"HireIO, Inc.","San Francisco, CA",Mid senior,Onsite,"Largescale language models, Enterprise applications, Data construction, Instruction tuning, Preference alignment, Model optimization, Content generation, Reasoning, Code generation, NLP, Ranking, Advertising, Search engine, Recommender system, Distributed system, Machine learning, CVrelated algorithms, RL algorithms, Problem analysis, Problem solving, Communication, Collaboration, New technologies",0.34664299982978264
Q02,machine learning engineer with NLP PyTorch and transformers,data,hnsw_m32_efc200_efs128,9,JOB_0468206,0.8844533562660217,Machine Learning Engineer 03-SE1220-2,Probity Inc.,"McLean, VA",Mid senior,Onsite,"Neural Networks, LLMs, Python, R, PyTorch, Tensorflow, Keras, SQL, Github, Jenkins, GPUs, HuggingFace Transformers, Cloud Computing, Flask, Text Classification, Topic Modeling, SciKit Learn, Semantic Search, Tableau, Explainable AI (XAI), ONNX (Open Neural Net Exchange)",0.34664299982978264
Q02,machine learning engineer with NLP PyTorch and transformers,data,hnsw_m32_efc200_efs128,10,JOB_0490103,0.8829335570335388,Machine Learning Engineer,Digital Republic Talent,"Texas, United States",Mid senior,Onsite,"Machine Learning, Generative AI, Large Language Models (LLM), GPT3, Google Cloud Platform (GCP), Python, R, Keras, PyTorch, Knowledge of ML ops frameworks, Analytics, Building pipelines, Finetuning and pretraining models, Deploying and testing proofs of concept, Data analysis, Preprocessing data, Choosing foundation models, Demonstrated handson knowledge of applied Generative AI models mainly in text knowledge classification and recommendation engines, 1+ years experience finetuning and/or pretraining Large Language Models for customized applications applying this knowledge to practical scenarios, 5+ years experience working with GCP (Google Cloud Platform) building Machine Learning applications and deploying cloud resources in a production environment, Recommendation Engines, Knowledge classification, Knowledge Graph, Cloud Resources",0.34664299982978264
Q02,machine learning engineer with NLP PyTorch and transformers,data,hnsw_m32_efc200_efs128,11,JOB_0107526,0.8826959133148193,Machine Learning Engineer,Head Resourcing,"Edinburgh, Scotland, United Kingdom",Mid senior,Onsite,"Machine Learning Engineer, AI/ML, Algorithms, Data Pipelines, Data analysis, Programming, Python, C/C++/C#/Typescript, Maths, Probability, Statistics, DevOps, Unity3D, Unreal Engine, Electronics, Sensors, Robotics, Cloud platforms",0.34664299982978264
Q02,machine learning engineer with NLP PyTorch and transformers,data,hnsw_m32_efc200_efs128,12,JOB_0334539,0.8811378479003906,"Machine Learning Engineer Onsite ( Phoenix, AZ ) ( Day 1 onsite )","Conch Technologies, Inc","Phoenix, AZ",Mid senior,Onsite,"Machine Learning Engineering, Generative AI, Information Retrieval Implementation, LLM Integration, Response Handling, Productionizing Vectorization Pipeline, Integration Language Chain With Backend",0.34664299982978264
Q02,machine learning engineer with NLP PyTorch and transformers,data,hnsw_m32_efc200_efs128,13,JOB_0253934,0.8809221982955933,Senior Machine Learning Engineer,Neuratek Search,"Reading, England, United Kingdom",Mid senior,Onsite,"Machine learning, Deep learning, Statistical modelling, Python, TensorFlow, PyTorch, Data preprocessing, Data engineering, Cloud platforms, AWS, Azure, GCP, Spark, Hadoop, Natural language Processing, Docker, Kubernetes, Large datasets, Model deployment, Model optimization, Model monitoring, Model performance",0.34664299982978264
Q02,machine learning engineer with NLP PyTorch and transformers,data,hnsw_m32_efc200_efs128,14,JOB_0357993,0.8798625469207764,Machine Learning Engineer,H2O.ai,"Sydney, New South Wales, Australia",Mid senior,Onsite,"Machine Learning, Software Engineering, Python, R, SQL, Data Engineering, ETL, Big Data, Microservices, REST API, Data Visualization, H2O Wave, Tableau, PowerBI, MLFlow, Supervised Learning, Unsupervised Learning, Clustering, Decision Tree Learning, Neural Networks, Statistical Techniques, Customer Service, Communication, Hadoop, Spark, NoSQL, DevOps, Git, Jenkins, ArgoCD, Data Privacy, Security, Natural Language Processing, Computer Vision, Model Interpretability, Feature Importance, Partial Dependence Plots, SHAP Values, IaC, Terraform, AWS Cloud Formation, Containerization, Kubernetes, Docker, kubectl, helm",0.34664299982978264
Q02,machine learning engineer with NLP PyTorch and transformers,data,hnsw_m32_efc200_efs128,15,JOB_0234780,0.8796249628067017,Lead Machine Learning Engineer,Hexaware Technologies,"New York, United States",Mid senior,Onsite,"TensorFlow, Signal Processing, Machine Learning, Deep Learning, Convolutional Neural Networks (CNNs), Recurrent Neural Networks (RNNs), Long ShortTerm Memory (LSTM), Spectrograms, Audio Formats, Python, Numpy, Pandas, Matplotlib, Scikitlearn, LibROSA, PyAudio, Wav2Vec, AudioKit, Agile, Agile, MLOps, Natural Language Processing (NLP), SpeechtoText, Pretrained Models, HuggingFace Hubs, Artificial Intelligence (AI), Machine Learning (ML), Educational Technology",0.34664299982978264
Q02,machine learning engineer with NLP PyTorch and transformers,data,hnsw_m32_efc200_efs128,16,JOB_0373194,0.8795900344848633,Machine Learning Engineer,Lovelace AI,"Pittsburgh, PA",Mid senior,Onsite,"Machine Learning, Algorithm Development, Threat Detection, Image Recognition, Natural Language Processing, Predictive Analytics, JAX, XLA, PyTorch, Model Training, Model Evaluation, Model Deployment, Model Integration, Software Development, Cloud Computing, Distributed Computing, Data Analysis, GIS Tools, Probability Theory, Statistics, Linear Algebra, Knowledge Graphs, Ethical Considerations, Legal Considerations",0.34664299982978264
Q02,machine learning engineer with NLP PyTorch and transformers,data,hnsw_m32_efc200_efs128,17,JOB_0320282,0.8794742822647095,Founding Machine Learning Engineer,GPTZero,"New York, NY",Mid senior,Onsite,"Python, PyTorch, Machine Learning, Natural Language Processing, Stateoftheart large language models, AI agents, Retrievalaugmented language models, Efficient and scalable ML training and inference systems, Software engineering, Design and development, Product sense, Project ownership, Fastpaced team, Positive societal impact, Opensource portfolio, Publications at toptier ML venues, Earlystage startup experience, Understanding of how machine learning models fail, Selfstarter, Leadership",0.34664299982978264
Q02,machine learning engineer with NLP PyTorch and transformers,data,hnsw_m32_efc200_efs128,18,JOB_0367246,0.8790351748466492,Senior Machine Learning Engineer,"Hire IT People, Inc","Oakland, CA",Mid senior,Onsite,"Senior Machine Learning Engineer, Python, Flask, Swagger, Docker, Kubernetes, RESTful API, OpenAPI, Angular, Node.js, MongoDB, Microservices, Large Language Models, Llama 2, Mistral",0.34664299982978264
Q02,machine learning engineer with NLP PyTorch and transformers,data,hnsw_m32_efc200_efs128,19,JOB_0475071,0.8786104321479797,GenAI Engineer,BeaconFire Inc.,"Malvern, PA",Mid senior,Onsite,"Python, LangChain, LangIndex, PyTorch, SageMaker SDK, psycopg2, Docker, AWS ECR, AWS Bedrock, AWS SageMaker, AWS IAM, AWS Glue, AWS S3, AWS Lambda, CodeCommit, CodePipeline, Streamlit, Node.js, Natural Language Processing (NLP), Text Classification, Text Completion, Text Summarization, Text Generation, Embeddings Models, Vector Embeddings, Vector Databases, RAG Architecture, Retrieval Optimization, Splitting Methods, Model Evaluation, Vector Similarity, Distributed Training, GPU Computing, Microservices, AI/Client/GenAI Products, Data Preprocessing, Data Analysis, Data Insights, Data Patterns, Data Trends, AI Model Training, Model FineTuning, Data Preprocessing for FineTuning, AWS Solutions Architect Certification, AWS Machine Learning Specialty Certification",0.34664299982978264
Q02,machine learning engineer with NLP PyTorch and transformers,data,hnsw_m32_efc200_efs128,20,JOB_0373563,0.8785098791122437,Lead Machine Learning Engineer,Jobs for Humanity,Buffalo-Niagara Falls Area,Mid senior,Onsite,"Machine Learning, Software Development, Statistical Modeling, Scala, Python, Java, Spark, AWS, Azure, Google Cloud Platform, Tensorflow, PyTorch, Dask, Scikitlearn, Cloud Computing, Big Data, Agile Methodology, Continuous Integration, Continuous Deployment, Data Pipelines, Data Gathering, Data Preparation, Data Analysis, MLOps, Model Training, Model Tuning, Model Validation, Model Deployment, Responsible AI, People Leadership, Technical Writing, Presentations, Research",0.34664299982978264
Q03,business intelligence analyst with Power BI and dashboard experience,data,hnsw_m32_efc200_efs128,1,JOB_0233158,0.9111183285713196,BUSINESS INTELLIGENCE ANALYST,Workforce Connections,"St Louis, MO",Associate,Onsite,"Business Intelligence, Data Analysis, Power BI, Power Query, Power Pivot, Power BI Service, Dataflows, SQL, Azure Data Factory, Database Modeling, Star Schema, Business Intelligence Infrastructure, Data Warehouse Design, Reporting and Analytics, Data Architecture, Technical Support, ProblemSolving, Analytical Skills, Conceptual Skills, Visual Design, ETL/ELT Pipelines, Dimensional Modeling, Strategic Thinking, Tactical Thinking, Interpersonal Skills, Communication Skills, Teamwork",0.42707200009317603
Q03,business intelligence analyst with Power BI and dashboard experience,data,hnsw_m32_efc200_efs128,2,JOB_0313233,0.9039499759674072,Business Intelligence PowerBI Developer / SQL ETL Developer (C),"Estrada Consulting, Inc","West Sacramento, CA",Mid senior,Onsite,"Reporting, Analytics, Microsoft Power BI, Tableau, Microsoft SQL Server Reporting Services, Python, ETL, Microsoft SQL Server Integration Services, Microsoft Azure Data Factory (ADF), Microsoft Power BI Data Analyst Certification, Tableau Certified Data Analyst Certification, Microsoft Azure Data Engineering Associate Certification, Data warehouse, System integration, Custom application development, Project management, Custom reporting solutions",0.42707200009317603
Q03,business intelligence analyst with Power BI and dashboard experience,data,hnsw_m32_efc200_efs128,3,JOB_0197249,0.903905987739563,Business Intelligence PowerBI Developer / SQL ETL Developer,"Estrada Consulting, Inc","West Sacramento, CA",Mid senior,Onsite,"Microsoft Power BI, Tableau, Microsoft SQL Server Reporting Services, Python, Microsoft SQL Server Integration Services, Microsoft Azure Data Factory, Microsoft PowerBI Data Analyst Certification, Tableau Certified Data Analyst Certification, Microsoft Azure Data Engineering Associate Certification, Reporting, Analytics, Data Visualization, Data Warehousing, Business Intelligence, ETL, Data Pipeline Integration",0.42707200009317603
Q03,business intelligence analyst with Power BI and dashboard experience,data,hnsw_m32_efc200_efs128,4,JOB_0055568,0.9037459492683411,Power BI (Business Intelligence) Analyst,Latitude Inc,"West Palm Beach, FL",Mid senior,Onsite,"Power BI, SQL, DAX, MDX, TSQL, Data modeling, Process engineering, Written communication, Verbal communication, Teamwork, Conflict resolution, Data visualization, Data profiling, Data quality assurance, Business Intelligence, Data warehouse, Relational databases, Multidimensional databases, Oracle Fusion, Dynamics, Azure Data Lake, Power Query, Bachelor's Degree, Business Intelligence Experience, Data Lake, Data Visualization",0.42707200009317603
Q03,business intelligence analyst with Power BI and dashboard experience,data,hnsw_m32_efc200_efs128,5,JOB_0392258,0.9021761417388916,Business Intelligence (BI) Developer,Advantage Group International,"Toronto, Ontario, Canada",Mid senior,Onsite,"Business Intelligence, Data Visualization, Tableau, Power BI, Qlik, Looker, Data Analysis, Data Modeling, Data Warehousing, Data Marts, Data Governance, Data Integration, Data Security, SQL, JavaScript, Python, Java, R, Software Architecture, Database Design, Database Optimization, Software Development, Agile Methodology, Written Communication, Verbal Communication, Organizational Skills, Discipline, Creativity, Problem Solving, Teamwork, Time Management",0.42707200009317603
Q03,business intelligence analyst with Power BI and dashboard experience,data,hnsw_m32_efc200_efs128,6,JOB_0090973,0.9020407199859619,Business Intelligence Analyst with Security Clearance,ClearanceJobs,"Coronado, CA",Mid senior,Onsite,"Business Intelligence (BI), Data Visualization, Microsoft Power BI, Data Analysis, Data Extraction Transformation and Loading (ETL), Data Validation, Data Modeling, SelfService Business Intelligence, AdHoc Reporting, Statistical Modeling, SQL, Data Cleansing, Data Collection, Technical Communication, Data Analyst, AI and ML Modeling, Computer Science, Statistics, Informatics, Information Systems, Design Thinking, Security+",0.42707200009317603
Q03,business intelligence analyst with Power BI and dashboard experience,data,hnsw_m32_efc200_efs128,7,JOB_0008752,0.9014416933059692,Business Intelligence Developer,Rebyc Recruiting,Charlotte Metro,Mid senior,Onsite,"Power BI, DAX, ALM Toolkit, Tabular Editor, Power BI Desktop, Amazon Redshift, SQL Server, Data modeling, Data design, BI Analytics, Reporting",0.42707200009317603
Q03,business intelligence analyst with Power BI and dashboard experience,data,hnsw_m32_efc200_efs128,8,JOB_0069178,0.9008695483207703,Business Intelligence Analyst,Workforce Australia for Individuals,"Sydney, New South Wales, Australia",Mid senior,Onsite,"Business Intelligence, PowerBI, Excel, Pivot Tables, VLOOKUP, Power Query, Data Visualization, DAX, Data Analysis, Data Interpretation, Project Management, Stakeholder Management, Data Analysis, KPI Analysis, Tertiary Qualifications, Competitive Salary, Flexible Work Arrangements, Wellness Days, Volunteering Days, Career Training, Health Rewards, Leisure Rewards, Lifestyle Rewards, Inclusive Environment, Diversity, Company Laptop, Global Career Opportunities",0.42707200009317603
Q03,business intelligence analyst with Power BI and dashboard experience,data,hnsw_m32_efc200_efs128,9,JOB_0390661,0.9007517099380493,Business Intelligence Analyst,DD,"Witham, England, United Kingdom",Mid senior,Onsite,"Data Analysis, Power BI, Data Extraction, Data Warehouse, Business Intelligence, Net Promoter Score (NPS), Sales Metrics, Data Sharing, Sales Productivity Tools, Automation, SelfServe Tools, Finance, Pricing Strategy, SWOT Analysis, Market Penetration, Resource Mapping, Logistics, Annual Bonus, Remote Work, Travel, Free Parking, Personal and Professional Development, Study Support, Discount Portal, Company Pension, Company Sick Pay, Life Assurance, Enhanced Maternity/Paternity Pay, Eye Test Vouchers, Mental Health Support, Enhanced Holiday Entitlement",0.42707200009317603
Q03,business intelligence analyst with Power BI and dashboard experience,data,hnsw_m32_efc200_efs128,10,JOB_0104705,0.8999968767166138,Business Intelligence Analyst,Transgrid,"New South Wales, Australia",Mid senior,Onsite,"Business Intelligence, Data Analysis, Visualizations, Reporting, SQL, Dax, Mquery, PowerBI, Data Transformation, Data Cleaning, Microsoft Office Suite, Excel, PowerPoint, SharePoint, Communication, Stakeholder Management, Time Management, Drivers License, Analytics, Business, Systems, Engineering, Oracle/Hyperion ERP & EPM, Maximo, SAP Workforce, P6",0.42707200009317603
Q03,business intelligence analyst with Power BI and dashboard experience,data,hnsw_m32_efc200_efs128,11,JOB_0425170,0.8999284505844116,Power BI Analyst,Colliers Engineering & Design,"Holmdel, NJ",Mid senior,Onsite,"Power BI, Software Development, Data Visualization, ETL, DAX formulas, Power Query, Advance Excel, SQL, Data Analysis, Data Warehousing, Data Visualization Tools, Tableau, Statistical Analysis, Data Interpretation, Trend Analysis, Communication, Visual Presentation, Bachelor's degree, Computer Science, IT, Power BI Certification",0.42707200009317603
