query_id,query,category,doc_id,job_title,company,job_location,job_level,job_type,job_summary,job_skills,source_systems,system_count,best_rank,relevance,reason,annotator,,,,
Q05,backend Java developer with Spring Boot and microservices,software,JOB_0309089,Backend Java Developer-AWS,"UrBench, LLC","Newark, NJ",Mid senior,Onsite,"Position - Backend Java Developer-AWS Location: MUST NOT BE LOCATED ON THE WEST COAST Domain- Financial-Fidelity Investments Senior level 7/8+ yrs. No H1B, CPT, OPT and TN MUST HAVE A LINKED IN PROFILE MUST SHOW PROOF OF VISA MUST BE ABLE TO RELOCATE TO Jersey City is the main location preference. MUST HAVE A LINKED IN PROFILE AND MUST BE ABLE TO SHOW PROOF OF VISA AND MUST PROVIDE LINKED IN PROFILE FOR MANAGER REFERENCES. CANNOT MOVE FORWARD WITHOUT ANY OF THIS INFORMATION MUST HAVES: Java8, Microservices, AWS, Spring Boot, Kafka, and Docker/Kubernates AND TRADING Phone interview then Zoom We are currently seeking a Sr BACKEND Java Developer with experience in the following: 8 years of software development experience 8 years of Java EE development experience 2-3years of experience on Cloud and microservices Application development using Java EE, Spring or Spring Boot, Spring Security Relational databases like Oracle, Postgres or no-SQL databases such as MongoDB Understanding of and experience with Micro-Services Architecture concepts and emerging patterns such as APIs, JAX-RS, REST/JSON Event driven transaction processing using EAI, ESB and messaging patterns using technologies such as Kafka, MQ etc. CI/CD tools such as Maven, Git/Stash, Jenkins, Nexus, uDeploy, Docker etc. Hands-on Experience In Application Deployment Automation And Pipelines Experience implementing projects as a team in Agile environments (Kanban and Scrum) Experience foundational development languages (Java, Python) for 5-7 or more years Experience in user interface frameworks/platforms (Angular, React, etc.) Experience with REST microservice architecture Experience with S3, Route 53, EC2, ECS, API gateway, Cloud Front, Cloud Trail & Lambda development in AWS and MS-Azure or Google Cloud knowledge a plus Experience using high volumes of data and data streaming platforms like kafka Experience with relational and NoSQL databases in AWS Experience with DevOps, Continuous Integration and Continuous Delivery (Kubernetes, Maven, Jenkins, Stash, Ansible, Docker) Experience working with Artifactory and familiarity with API registries (e.g., Apigee) Ability to learn new things, new technology, and tackle problems Show more Show less","Java, Microservices, AWS, Spring Boot, Kafka, Docker, Kubernetes, TRADING, Java EE, Spring, Spring Security, Oracle, PostgreSQL, MongoDB, MicroServices Architecture, APIs, JAXRS, REST/JSON, EAI, ESB, Maven, Git/Stash, Jenkins, Nexus, uDeploy, Kanban, Scrum, Python, Angular, React, S3, Route 53, EC2, ECS, API Gateway, Cloud Front, Cloud Trail, Lambda, MSAzure, Google Cloud, DevOps, Continuous Integration, Continuous Delivery, Kubernetes, Maven, Jenkins, Stash, Ansible, Docker, Artifactory, API registries",bm25,1,1,3,отлично,renata,,,,
Q05,backend Java developer with Spring Boot and microservices,software,JOB_0398361,"Java, Microservices and Cloud Developer","The Dignify Solutions, LLC","Elk Grove Village, IL",Mid senior,Onsite,"6 years of minimum experience in Java Backend Development and skills with Spring Framework. Providing expertise in the full software development lifecycle, from concept and design, to testing. Familiar with Microservices Design, REST Architecture, GraphQL. Hands on with Spring 4.x, Spring Boot, Spring IOC, Spring JPA, as software developer. Hands on with Core Java 8 API - Lambda, Streaming API, Concurrency API. Real life experience with Continuous Delivery principles and related tools (Kubernetes, Docker). Strong skills in at least one of the testing framework Junit, Mockito. Experience with Messaging framework Apache Active MQ, JMS. Google Pub-Sub. Demonstrate strong design and programming skills using JSON, XML, WSDL, SQL, PL/SQL Work on implementation of Industry Standard protocols related API Security including OAuth, JWT, JWS. Experience with application support, web technologies, APIs and microservices Understanding of the software development life cycle and associated tools such as, JIRA, GIT, Maven Should be familiar to Design patterns like Circuit Breaker, Caching, Asynchronous Messaging. Aggregator, Gateway Show more Show less","Java, Spring Framework, Microservices, REST, GraphQL, Spring Boot, Spring IOC, Spring JPA, Core Java 8 API, Continuous Delivery, Kubernetes, Docker, Junit, Mockito, Apache Active MQ, JMS, Google PubSub, JSON, XML, WSDL, SQL, PL/SQL, OAuth, JWT, JWS, APIs, Microservices, JIRA, GIT, Maven, Circuit Breaker, Caching, Asynchronous Messaging, Aggregator, Gateway","bm25, dense_flat, hnsw",3,1,3,отлично,renata,,,,
Q05,backend Java developer with Spring Boot and microservices,software,JOB_0467566,Java Developer with Micro Services,iTech Solutions,"Charlotte, NC",Mid senior,Onsite,"Position: JAVA Developer with Microservices (5 positions) Location: Charlotte, NC -Primary Location AND Minneapolis, MN (Candidate must be open for both locations) Duration: 12 months Rate: $70-$75/hr Following is the Java dev skillset requirement. Java/J2EE Spring Boot Netflix conductor Micro Service architecture implementation knowledge Backend - Java, Sprint Boot, API, Microservices, Camel/Apache NiFi Responsibility • Understand business and functional requirements to be developed. • Develop server side components • Trouble shoot issues, collaborate in making the systems stable, sound, perform faster and processing more in automated manner. Key Technical Skill Core Java, J2EE, SOA based Web Services, RESTful Web Services , Hibernate, Spring,MVC, XSD, XML and WSDL, DB, Microservices Experience in Agile (Scrum) software development methodologies • Strong customer service and solutions orientation • Strong in design and technical documentation • Strong analytical skills • Understanding of Kafka and Netflix conductor Experience Level Minimum 7 years Show more Show less","Java, J2EE, Spring Boot, Apache NiFi, Camel, Web Services, RESTful Web Services, Microservices, Core Java, SOA, Hibernate, Spring MVC, XSD, XML, WSDL, DB, Kafka, Agile, Scrum, Customer Service, Design, Technical Documentation, Analytical Skills","bm25, dense_flat, hnsw",3,2,3,отлично,renata,,,,
Q05,backend Java developer with Spring Boot and microservices,software,JOB_0471649,Java + Spring Boot Developer,iTech Solutions,"Mountain View, CA",Associate,Onsite,"Skill Description - • 5+ years of hands-on experience in IT industry with good experience in SOA and web-services development • Must have strong Java/J2EE experience and very strong in the middle tier which involves web services and SOA patterns. • Experience with injection frameworks like Spring is a plus. • Experience working in SOA and solid understanding of web services paradigms like REST/SOAP • Must have solid experience with Java stack and build tools like Maven • Job involves 80-90% hands-on coding. Familiarity or experience in any Object Oriented programming language, specially Java/J2EE is required. • Should be strong in Data Structures, Algorithms and Database concepts. • Strong passion for learning and ability to adapt to new technologies. • Ability to multi-task and work under pressure • Excellent written and verbal communication Skills required • Self-directed and highly motivated, and be a strong team player. Qualification: • BE/B.Tech Computer Science or Equivalent. Show more Show less","SOA, Web services, Java/J2EE, Spring Framework, Maven, Objectoriented programming, Data structures, Algorithms, Databases, REST, SOAP, Multitasking, Communication skills, Teamwork, Selfmotivation, Computer Science degree","dense_flat, hnsw",2,2,2,Microservices в описании выражены слабее,renata,,,,
Q05,backend Java developer with Spring Boot and microservices,software,JOB_0460867,Senior Java Spring Boot Developer,Infosys,"Atlanta, GA",Mid senior,Onsite,"At least 8 years of experience in Java/J2EE technologies and experience in frameworks like Spring, Hibernate and Microservices • At least 8 years of experience in software development life cycle. • At least 8 years of experience in Project life cycle activities on development and maintenance projects. • Experience and good knowledge of Webservices, REST services, JSP and Javascripts • Experience with any enterprise web server preferably Websphere or JBoss • Willing to work in application/production support • Experience in Banking domain • Strong communication and Analytical skills • Ability to work in team in diverse/ multiple stakeholder environment • Experience and desire to work in a Global delivery environment Show more Show less","Java, J2EE, Spring, Hibernate, Microservices, Software Development Life Cycle, Project Life Cycle, Web Services, REST, JSP, JavaScript, Websphere, JBoss, Application Support, Production Support, Banking, Communication, Analytical, Team, Global, Stakeholder","dense_flat, hnsw",2,3,3,отлично ,renata,,,,
Q05,backend Java developer with Spring Boot and microservices,software,JOB_0088644,Java Backend Engineer,VeeAR Projects Inc.,"Cupertino, CA",Associate,Onsite,"Job Description: Java 8 plus (Functional programming, Reactive systems) Spring Boot (Webflux) MongoDB / CounchBase Microservices / REST API based services design & implementationa. Show more Show less","Java 8 plus, Functional programming, Reactive systems, Spring Boot, Webflux, MongoDB, CouchBase, Microservices, REST API based services design & implementation","dense_flat, hnsw",2,4,3,отлично ,renata,,,,
Q05,backend Java developer with Spring Boot and microservices,software,JOB_0389726,Senior Java Developer,People Tech Group Inc,"Seattle, WA",Mid senior,Onsite,"Role: SDE II Location: Seattle, WA Duration: Full time Job Description: · Experience in software design and architecting technology solutions · Proficiency in at least one object-oriented programming language such as Java, C++, C#, or Python · Experience with AWS services · Excellent communication, analytical and problem-solving skills · Hands on experience in java technologies – JSP, EJB, JMS, Spring, Spring Boot, Transfer Protocols – (SFTP, HTML, XML), Micro services/ Restful Services/ APIs (REST and SOAP) Some of their job duties includes: · Design and Develop the backend services required to build the product · Design and Develop the front-end components required to build the website and associated mobile experiences · Participate in design reviews, create detailed design documentation and test plans · Participate in and contribute to the planning process for new features and projects · Provide post production operational support · Participate in security certification process, mitigate risks identified Show more Show less","Software Design, Software Architecture, Java, C++, C#, Python, AWS, Spring Boot, JSP, EJB, JMS, SFTP, HTML, XML, Microservices, RESTful Services, SOAP, APIs, Backend Development, Frontend Development, Design Reviews, Design Documentation, Test Plans, PostProduction Support, Security Certification, Risk Mitigation",bm25,1,4,2,"Java подходит, но Spring Boot/Microservices выражены слабее",renata,,,,
Q05,backend Java developer with Spring Boot and microservices,software,JOB_0054308,Lead Java Developer,Compunnel Inc.,"Columbus, OH",Mid senior,Onsite,"Description Primary Skills: Java, Spring Boot, Microservices, APIs, Cloud Services (They use GCP but are open to AWS). Looking for a lead developer Job Summary Research, Design, develop, integrate, enhance and support service oriented application system projects and using Service Oriented Architecture (SOA). Develop technical designs based on functional requirements. Analyze, design and develop integration layer of SOA stack to provide technical solutions based upon user specs to support financial service lines. Perform unit testing and integration of layers based on WebSphere SOA stack. Research and resolve problems that occur in production environments. We are looking for a candidate who can provide technology direction and assist on all the technology needs of the team. At least 12+ years of professional IT experience in application development Senior Java Lead strong with the following set of skills: Fluent with modern version of Java and have used it in wide backend applications Strong experience in J2EE technologies Strong experience in Spring Framework, Web services (REST/SOAP), Spring Boot / Micro Services with Angular Experience in Swagger, Maven, Eclipse, Jenkins, GIT, Postman/Newman Experience in Cloud technologies (AWS/GCP), preferably in GCP A banking industry background is a plus Having distributed (IIB/DP) experience is a plus Strong analytical, troubleshooting and communication skills At least 1+ years professional IT experience with the following set of skills: Distributed (IBM - DataPower / WESB /IIB/zOS Connect) Web services interfacing with mainframe applications and systems. Education: Bachelors Degree Show more Show less","Java, Spring Boot, Microservices, APIs, Cloud Services, Service Oriented Architecture (SOA), WebSphere SOA stack, Unit testing, Integration testing, Angular, Swagger, Maven, Eclipse, Jenkins, GIT, Postman/Newman, AWS/GCP, Distributed systems, IBM DataPower / WESB /IIB/zOS Connect, Web services, Mainframe applications, Mainframe systems, Bachelors Degree",bm25,1,5,2,"Java Developer, но акцент на Lead и стек менее очевиден. Lead сам по себе не штрафуем, если запрос этого не требует",renata,,,,
Q05,backend Java developer with Spring Boot and microservices,software,JOB_0293484,Java Software Engineer,Intelliswift Software,San Francisco Bay Area,Mid senior,Onsite,"Must-Have skills: Java Microservices Springboot Kafka Cloud NoSQL Job Description: Microservices Java developer with at least 5 years of hands-on experience building applications at scale - Strong design, coding, unit testing and troubleshooting skills - Hands-on experience building applications with SpringBoot - Hibernate JPA, SpringBatch, Kafka, Redis cache management, Guava in memory caching - Ability to analyze Performance issues and recommend implement code fixes - Experience in api design, understand microservices CI CD - Experience in application security – token management, Multi factor authentication - Experience implementing Product Catalog, Cart Checkout, and other retail modules on CommerceTools a plus - Experience with Azure Functions, Azure Kubernetes Service a plus Show more Show less","Java, Microservices, Springboot, Kafka, Cloud, NoSQL, Objectoriented Programming, Design Patterns, API Design, CI/CD, Azure Functions, Azure Kubernetes Service, Unit Testing, Troubleshooting, Performance Analysis, Code Optimization, Application Security, Token Management, Multifactor Authentication, Product Catalog, Cart Checkout, Retail Modules, CommerceTools","dense_flat, hnsw",2,5,2,"Близкая роль, но не явно Backend",renata,,,,
Q05,backend Java developer with Spring Boot and microservices,software,JOB_0378359,Lead software Developer - BRISTOL - 110K,Jefferson Frank,"Bristol, England, United Kingdom",Mid senior,Onsite,"Lead Software Engineer SALARY: £110,000 GBP Hybrid, 40% (or two days) in Bristol office About Us My client is an innovative ever-evolving business that's redefining the banking sector as a force for good. We create an environment for colleagues that is empowering, provide oppurtunities to grow with purpose and explore new possibilities! As a Lead Software Engineer, you'll be an integral member of our cross-disciplinary feature team and an esteemed contributor to our larger Consumer Servicing and Engagement Engineering team. In these roles, you'll exemplify and apply best-in-class software engineering practices and skills while collaborating within an agile and cooperative environment. Your Responsibilities Will Include Leading teams in the delivery of web-based applications and playing a crucial role in migrating legacy technology to the Cloud. Shaping the strategic direction for the integration with back-end applications. Mentoring and nurturing junior engineers, guiding a team of engineers, providing clear and constructive feedback, and creating opportunities for learning and development. Integrating third-party APIs into our products and services. Transforming legacy infrastructure into a multi-cloud platform. Building responsive web pages using frameworks/tools such as Java, Spring Boot, and Web Frameworks. What You'll Need To Excel In This Role, You Should Have A deep understanding of the complete web application stack, with a strong focus on Back-end API skills. Substantial exposure to contemporary web technologies, particularly Java, Spring, Spring Boot, Web frameworks, JSP, JSF, microservices and Kafka. Leadership experience in managing engineering teams, coaching, and mentoring developers. Proficiency in source code repositories and tools like Git, UCD, and JIRA, with the ability to assist the team in resolving technical issues. Familiarity with an enterprise environment encompassing automated build/test/release processes, source code management (Git), and change management (JIRA). Familiarity with cloud (GCP, AWS, Azure) Show more Show less","Software Engineering, Java, Spring, Spring Boot, Web Frameworks, JSP, JSF, Microservices, Kafka, Leadership, Source Code Repositories, Git, UCD, JIRA, Cloud (GCP AWS Azure), Web Application Stack, Backend API, Contemporary Web Technologies, Automated Build/Test/Release Processes, Source Code Management, Change Management",bm25,1,6,1,"Software Developer, Backend Java не основной акцент",renata,,,,
Q05,backend Java developer with Spring Boot and microservices,software,JOB_0142248,Backend Java Developer,InterSources Inc,"Columbus, OH",Associate,Onsite,"Backend Java Developer With Kafka, Spring WebFlux, and GraphQL Expertise (3-5 years experience) Location: LATAM | 100% Remote We are looking for a talented Backend Java Developer who is proficient in working with Kafka, Spring WebFlux, and GraphQL. This role requires a balance of skills in these three key areas, enabling our team to build responsive, efficient, and scalable backend services. Key Responsibilities Develop and maintain backend services using Java with Spring Boot (2.7 or higher), incorporating robust security practices with Spring Security (5.x preferred). Understanding of Oauth and JWT is a plus. Design and implement APIs using GraphQL to optimize data retrieval and manipulation in a flexible, efficient manner. Understanding of reactive programming techniques and ability to utilize Spring WebFlux for building non-blocking, reactive applications and enhancing system responsiveness and resilience. Manage Kafka-based event-driven architectures, including event streaming, topic creation, configuration, and Spring Boot integration with Kafka. Hands-on experience creating custom Kafka producers and consumers using Java and Spring Boot for effective message processing and handling. Gain familiarity with Confluent Cloud to enhance our Kafka implementation (preferred). Strong understanding of implementing and maintaining data management solutions with MyBatis, JDBC, and SQL. Efficiently deploy applications on Tomcat, ensuring high availability and performance. Use Maven for dependency management and Docker for containerization of applications. Proficient in Docker and Kubernetes for container orchestration and application scaling. Adhere to test-driven development practices to ensure code quality and maintainability. Experience in developing CI pipelines using GitLab CI and managing deployments with Helm is preferred. Qualifications 3-5 years of experience in backend development, specifically with Java, Kafka, Spring WebFlux, and GraphQL. Bachelor's degree in Computer Science, Engineering, or a related field. Strong understanding of reactive programming concepts and their application in Spring WebFlux. Proven experience in designing and implementing GraphQL APIs. Excellent problem-solving skills and the ability to work independently or as part of a team. Strong communication and collaboration skills. By joining our team, you will play a pivotal role in shaping our backend architecture, utilizing your expertise in Kafka, Spring WebFlux, and GraphQL. We offer an environment where innovation is valued, and your contributions will directly impact the success of our projects. About Us InterSources Inc , a Certified Diverse Supplier, was founded in 2007 and offers innovative solutions to help clients with Digital Transformations across various domains and industries. Our history spans over 16 years and today we are an Award-Winning Global Software Consultancy solving complex problems with technology. We recognize that our employees and our clients are our strengths as the diverse talents and opportunities they bring to the table enable us to grow as a global platform and they are causally linked with our success. We provide strategic and technical advice, and we have expertise in areas covering Artificial Intelligence, Cloud Migration, Custom Software Development, Data Analytics Infrastructure & Cloud Solutions, Cyber Security Services, etc. We make reasonable accommodations for clients and employees and we do not discriminate based on any protected attribute including race, religion, color, national origin, gender sexual orientation, gender identity, age, or marital status. We also are a Google Cloud partner company. We align strategy with execution and provide secure service solutions by developing and using the latest technologies that thrive our resources to deliver industry-leading capabilities to our clients and customers, making it convenient for our clients to do business with InterSources Inc. Our teams also drive growth by refining technology-driven client experiences that put the users first, providing an unparalleled experience. This results in strengthening the core technologies of clients, enabling them to scale with flexibility, create seamless digital experiences and build lifelong relationships. Show more Show less","Backend Development, Java, Kafka, Spring WebFlux, GraphQL, Spring Boot, Spring Security, Oauth, JWT, RESTful APIs, Reactive Programming, NonBlocking Applications, EventDriven Architectures, Event Streaming, Topic Creation, Confluent Cloud, Data Management Solutions, MyBatis, JDBC, SQL, Tomcat, Maven, Docker, Kubernetes, TestDriven Development, GitLab CI, Helm, CI/CD Pipelines, Computer Science, Engineering, ProblemSolving, Teamwork, Communication, Collaboration","dense_flat, hnsw",2,7,3,отлично ,renata,,,,
Q05,backend Java developer with Spring Boot and microservices,software,JOB_0168031,Full Stack Developer,Kforce Inc,"Atlanta, GA",Associate,Onsite,"Responsibilities Kforce has a client that is seeking a fully remote Full Stack Developer to join their Supply Chain IT Team. They are currently building new Java spring boot microservices on the backend and optimizing the front end with new features using React. They use CI/CD pipeline (Jenkins), host everything in the cloud with GCP/Kubernetes/Terraform. This group is extremely cutting edge and delivering the product to the customer will continue to be a focus. Requirements 3+ years of expertise working in backend technologies (Java/spring boot) (looking for 3-7 years but flexible on years) Expertise in building microservices from scratch Experience in JavaScript/typescript/react (hooks) Expertise working in Cloud platform building microservices (preferred GCP, AWS and Azure works as well) Expertise using CI/CD - Must have extensively used it and have sound knowledge of how it works, preferred if they have experience building them (Jenkins) TDD experience Agile experience (ability to work in a fast-paced environment) The pay range is the lowest to highest compensation we reasonably in good faith believe we would pay at posting for this role. We may ultimately pay more or less than this range. Employee pay is based on factors like relevant education, qualifications, certifications, experience, skills, seniority, location, performance, union contract and business needs. This range may be modified in the future. We offer comprehensive benefits including medical/dental/vision insurance, HSA, FSA, 401(k), and life, disability & ADD insurance to eligible employees. Salaried personnel receive paid time off. Hourly employees are not eligible for paid time off unless required by law. Hourly employees on a Service Contract Act project are eligible for paid sick leave. Note: Pay is not considered compensation until it is earned, vested and determinable. The amount and availability of any compensation remains in Kforce's sole discretion unless and until paid and may be modified in its discretion consistent with the law. This job is not eligible for bonuses, incentives or commissions. Kforce is an Equal Opportunity/Affirmative Action Employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, pregnancy, sexual orientation, gender identity, national origin, age, protected veteran status, or disability status. Salary: $40 - $55 per hour Show more Show less","Java, Spring Boot, React, JavaScript, TypeScript, Cloud platform, GCP, AWS, Azure, CI/CD, Jenkins, TDD, Agile, Microservices, Kubernetes, Terraform",bm25,1,7,2,"Использует Spring Boot и Java, но Full Stack",renata,,,,
Q05,backend Java developer with Spring Boot and microservices,software,JOB_0309037,Senior AEM Developer,Peoplebank,"Randwick, England, United Kingdom",Mid senior,Onsite,"Location: Randwick Job Type: Contract Posted: 25 days ago Contact: Patrick Fraser-Schmuki Discipline General IT Reference: 259038 Our Client We are in partnership with a university organisation on an exciting opportunity to join their IT engineering community as a Senior AEM Developer. Responsibilities Design and develop software with activities that include coding, testing, deployment scripting and configuration in all relevant domains and related technologies Develop components to support architectural test patterns using best practice and design patterns Translate product owner expectations into fully developed functionality that meets the customer requirements Collaborate, experiment and contribute in an agile software team Skills And Experience Extensive expertise in design, development and deployment AEM 6.0+ applications Extensive experience in Backend - Java and Microservices Architecture - utilising Spring Boot technology Strong experience in Cloud Technology either Azure or AWS Ideally experience in Storybook For more information or a confidential discussion, please contact Patrick FS on (03) 8080 7213 quoting reference 259038. To apply please click the 'Apply Now' button. Diversity and inclusion are strongly supported at Peoplebank. People of all nationalities, gender identities, and cultural backgrounds, including Aboriginal and Torres Strait Islander Peoples, are encouraged to apply. Show more Show less","AEM 6.0+, Java, Microservices Architecture, Spring Boot, Cloud Technology, Azure, AWS, Storybook",bm25,1,8,0,Другая специализация.,renata,,,,
Q05,backend Java developer with Spring Boot and microservices,software,JOB_0483790,Java Developer,Strategic Employment Partners (SEP),Greater Anchorage Area,Mid senior,Onsite,"About the Company: An industry-leading software management company in the greater Anchorage area seeks a Mid-Senior Java Developer. This company works with major companies to provide comprehensive, cutting-edge solutions. The developer will work with a talented team of engineers to develop the company’s flagship software product. Responsibilities: Develop and add new features to the company’s core software product Maintain pre-existing customer-facing applications as needed Daily training and mentorship from senior engineers Requirements: Experience using Java or J2ee and Spring framework Experience or exposure to microservices, Spring Boot is ideal Ability to work within a fast-paced environment and provide quick solutions under pressure Pluses : Any experience or exposure with React, Angular, or Vue Any experience or exposure to AWS or GCP Show more Show less","Java, J2EE, Spring framework, Microservices, Spring Boot, Angular, React, Vue, AWS, GCP, Software development, Unit testing, Debugging, Problemsolving, Communication, Teamwork, Time management","dense_flat, hnsw",2,8,3,отлично ,renata,,,,
Q05,backend Java developer with Spring Boot and microservices,software,JOB_0042635,Junior Java Developer,Infosys,"Phoenix, AZ",Mid senior,Onsite,"Role : Java Full Stack Developer Location : Phoenix, AZ(Onsite) F2F Full Time ready to Oniste face to face interview Required Qualifications • Bachelor’s degree or foreign equivalent required from an accredited institution. Will also consider three years of progressive experience in the specialty in lieu of every year of education. • At least 2 years of Information Technology • Experience on Core Java, OO design knowledge, including extensive design patterns knowledge. • Experience with container-based event-driven micro services architecture using ECS, Spring Boot, and REST API. • Experience working with front-end libraries (HTML/CSS, JavaScript, XML, JQuery) and JavaScript frameworks (like Angular, React, handlebars, foundation or Node.js) Preferred Qualifications • Proficient in OAUTH mechanism for exchanging data in and out of Mainframe • Strong in Java Backend and Middleware Technologies • Experience building RESTful web services based applications • Strong hands on Database working knowledge with common RDBMS such as Oracle, SQL Server, or DB2 • Experience with any one of the messaging services like Mule, RabbitMQ or Kafka • Experience handling muti-threaded applications • Implementation experience in application server clustering, performance tuning and scalability testing to support high throughput, moderate latency, high availability systems. • Experience of enterprise applications within the Java development stack. • Experience in CI/CD, Jenkins, Git and other build/deployment tools/process. • Initiatives include product enhancements and new workflows for server-side programming and messaging • Experience with any one of these AWS, Spring Boot, Gradle, PostgreSQL • Experience in Banking and Finance domain. • Experience working with Microservices with Docker container/Open Shift • Experience working on high volume applications Show more Show less","Java, Spring Boot, Core Java, ObjectOriented Design, Design Patterns, REST API, ECS, HTML, CSS, JavaScript, XML, JQuery, Angular, React, Handlebar, Foundation, Node.js, OAUTH, Oracle, SQL Server, DB2, Mule, RabbitMQ, Kafka, Multithreaded applications, Application server clustering, Performance tuning, Scalability testing, Enterprise applications, Java development stack, CI/CD, Git, Build/deployment tools/process, AWS, Gradle, PostgreSQL, Banking and Finance domain, Microservices, Docker, High volume applications",bm25,1,9,3,отлично ,renata,,,,
Q05,backend Java developer with Spring Boot and microservices,software,JOB_0287194,Sr. Java Full Stack Developer,"The Timberline Group, LLC","St Louis, MO",Mid senior,Onsite,"Need Senior resource, average candidate won’t work here. Must have: Spring Boot Cloud ( Java Microservices with Spring Boot and Spring Cloud ) , Jolt Programming , Camunda (this is a rule engine. Exp with Drules will also work) Java, Spring JPA, Hibernate, Kafka, Oracle, WebLogic EJB (good to have, old application is in EJB), Microservice based architecture (RESTful api) The Timberline Group Phone: 636-209-5537 623 Missouri Ave #104, Sullivan, Mo 63080 www.timberlinegrp.com resumes@timberlinegrp.com ""Delivering quality solutions through quality people"" Show more Show less","Java, Microservices, Spring Boot, Spring Cloud, Jolt Programming, Camunda, Drools, JPA, Hibernate, Kafka, Oracle, WebLogic, EJB, RESTful API","dense_flat, hnsw",2,9,2,"Java есть, но Full Stack",renata,,,,
Q05,backend Java developer with Spring Boot and microservices,software,JOB_0141392,Java Developer - On-Site,Skiltrek,"St Louis, MO",Mid senior,Onsite,"Java Developer (Backend) St Louis, MO (Onsite from day 1) Client - Client 8 yrs profile On-Site Interview Must for End-Client - Client Requirement Strong Java developer with very good understanding of micro services. Grasp of software engineering skills in modular design, data structures, algorithms Deep knowledge and hands on experience with modern applications like spring boot, Angular. Experience building and operating critical production systems Solid understanding of modern API design and Restful principles Fluent with git (preferred) or other SCM system Write well designed and testable code Strong Experience in automation and build tools like Maven, Ant and Gradle. Bachelor's degree in computer science engineering or a related discipline, or equivalent work experience. Experience in software development design and implementation of large scale distributed systems and web services building complex software that is testable and designed for extensibility. Good understanding of building, deploying, and maintaining critical applications in a cloud based environment. Work extensively with open source software capable to modify or extend code maintained as part of an open source project. Employ both Object Orientated development skills and Systems Engineering skills. Show more Show less","Java, Microservices, Software engineering, Modular design, Data structures, Algorithms, Spring Boot, Angular, Critical production systems, API design, RESTful principles, Git, SCM, Testable code, Automation, Maven, Ant, Gradle, Bachelor's degree in computer science engineering, Software development design, Large scale distributed systems, Web services, Cloud based environment, Open source software, Object Oriented development, Systems Engineering",bm25,1,10,3,отлично ,renata,,,,
Q05,backend Java developer with Spring Boot and microservices,software,JOB_0449328,Java/J2EE Backend Developer,Zortech Solutions,"Jersey City, NJ",Mid senior,Onsite,"Role: Java/J2EE Backend Developer Location: Jersey City, NJ-Hybrid Duration: 6+ Months Job Description Required Skills for Backend : No.of Years of exp : 12 yrs. Skills Set JAVA J2EE, Spring/Springboot, REST API development, Microservices, Devops(preferred/ not mandatory ) Junit development & testing, Show more Show less","Java, J2EE, Spring, Springboot, REST API, Microservices, DevOps, Junit, Unit Testing","dense_flat, hnsw",2,10,2,отличнро ,renata,,,,
Q06,frontend developer with React TypeScript and modern web applications,software,JOB_0372579,Java Frontend Developer with React,Canus Tech,"Toronto, Ontario, Canada",Mid senior,Onsite,"Frontend Developer with React 5+ years experience in developing front end applications and frameworks using Javascript, including concepts like asynchronous programming, module system, bundling, closures, types, and ES6. Solid understanding of fundamental web technologies such as HTTP, REST, AJAX and JSON Strong proficiency in HTML, CSS and JavaScript(ES6+), TypeScript and React. Thorough understanding of REST principles and best practices of building and using RESTful APIs. Thorough understanding of core design principles and common design patterns of JavaScript. ⁠Familiarity and experience with common web compilation and bundling frameworks, including Webpack/Rollup/BaBel. Familiarity with test automation frameworks like Playwright and Cypress. Working knowledge of agile practices and principles. Working knowledge of cloud technologies (AWS/GCP). Education Bachelors or Masters in Computer Science, IT or related Show more Show less","React, Javascript, Asynchronous programming, Module system, Bundling, Closures, Types, ES6, HTML, CSS, JavaScript(ES6+), TypeScript, REST principles, Building and using RESTful APIs, Core design principles, Design patterns, Webpack/Rollup/BaBel, Playwright, Cypress, Agile practices, Cloud technologies (AWS/GCP), Computer Science, IT","bm25, dense_flat, hnsw",3,1,3,"Frontend-разработка, React и TypeScript полностью совпадают",lena,,,,
Q06,frontend developer with React TypeScript and modern web applications,software,JOB_0461712,Web Developer (Angular),Adame Services LLC,"Englewood, CO",Mid senior,Onsite,"Title : Web Developer (Angular) Location : Englewood, CO (3 days/week) Duration : 12 Months Note : Local profiles only! Qualifications 5+ years of web development experience utilizing TypeScript/JS, HTML, CSS, GraphQL, NGRX/Flux, RxJS, Restful Microservice Architecture and Modern JavaScript Frameworks (Angular, Vue, React). Maintains knowledge of front-end application systems. Experienced in the design, implementation, debugging, and deployment of front-end, web-based applications. Provide feedback to and respond to peer reviews as well as participate in all applicable agile ceremonies. Show more Show less","Angular, TypeScript, JavaScript, HTML, CSS, GraphQL, NGRX/Flux, RxJS, Restful Microservice Architecture, Modern JavaScript Frameworks, Web development experience, Frontend application systems, Application design, Implementation, Debugging, Deployment, Agile ceremonies",bm25,1,1,1,"Frontend и TypeScript подходят, но основной фреймворк — Angular, React только упоминается среди возможных технологий",lena,,,,
